,id,description
0,mdl77_3_ad,Total Debt to Total Assets : It is defined as the most recently reported total debt divided by total assets.
1,mdl77_3_apsales,Asia-Pacific Sales Exposure : It is defined as the annual aggregate sales for Asia-Pacific as reported by the company divided by total annual sales
2,mdl77_3_ceroe,The trailing 12-month funds from operations divided by the average of current and previous year
3,mdl77_3_dsu,The beta coefficient estimated by a multiple regression of returns on several macroeconomic aspects over 60 months.
4,mdl77_3_emeasales,EMEA Sales Exposure : It is defined as the annual aggregate sales for EMEA as reported by the company divided by total annual sales.
5,mdl77_3_inflation,The beta coefficient estimated by a multiple regression of returns on several macroeconomic aspects over 60 months.
6,mdl77_3_lasales,Latin America Sales Exposure : It is defined as the annual aggregate sales for Latin America as reported by the company divided by total annual sales.
7,mdl77_3_nasales,North America Sales Exposure : It is defined as the annual aggregate sales for North America as reported by the company divided by total annual sales
8,mdl77_3_oilprice,The beta coefficient estimated by a multiple regression of returns on several macroeconomic aspects over 60 months.
9,mdl77_3_pi,"Industrial Production Sensitivity : It is defined as the beta coefficient to Change in Industrial Production, which is estimated by a 60 month multiple regression of returns on several macroeconomic factors."
10,mdl77_3_prc,"Credit Risk Premium Sensitivity : It is defined as the beta coefficient to Change in Credit Risk Premium, which is estimated by a 60 month multiple regression of returns on several macroeconomic factors."
11,mdl77_3_sh,"Housing Starts Sensitivity : It is defined as the beta coefficient to Change in Housing Starts, which is estimated by a 60 month multiple regression of returns on several macroeconomic factors."
12,mdl77_3_xiv,"Market Volatility Sensitivity : It is defined as the beta coefficient to Change in Market Volatility, which is estimated by a 60 month multiple regression of returns on several macroeconomic factors."
13,mdl77_3_yieldsprd,"Yield Curve Slope Sensitivity : It is defined as the beta coefficient to Change in Slope of Term Structure, which is estimated by a 60 month multiple regression of returns on several macroeconomic factors."
14,mdl77_5shortsentimentfactor_act_util,Account Utility
15,mdl77_5shortsentimentfactor_benchmark_fee,Benchmark fee
16,mdl77_5shortsentimentfactor_conc_ratio,Concentration ratio
17,mdl77_5shortsentimentfactor_days_to_cover,Days to Cover
18,mdl77_5shortsentimentfactor_dmd_conc,Deman concentration
19,mdl77_5shortsentimentfactor_dmd_supply,Demand Supply
20,mdl77_5shortsentimentfactor_inv_conc,Inventory concentraion
21,mdl77_5shortsentimentfactor_lend_supply,Lend supply
22,mdl77_5shortsentimentfactor_onloan_conc,On loan concentration
23,mdl77_5shortsentimentfactor_tni_ths,Short Interest Ratio
24,mdl77_6351_rp,15/36 Week Stock Price Ratio : It is defined as the moving average of a stock's prices in last 15-week divided by the moving average of its prices in last 36-week.
25,mdl77_actrtn12m,12-Month Active Return with 1-month Lag : It is defined as the percent change in price for a stock from month t-13 to month t-1.
26,mdl77_actrtn18m,18-Month Active Return with 1-Month Lag : It is defined as the percent change in price for a stock from month t-19 to month t-1.
27,mdl77_actrtn1m,1-Month Active Return : It is defined as the percent change in price for a stock from month t-1 to month t.
28,mdl77_actrtn24m,24-Month Active Return with 1-Month Lag : It is defined as the percent change in price for a stock from month t-25 to month t-1.
29,mdl77_actrtn2m,2-Month Active Return : It is defined as the percent change in price for a stock from month t-2 to month t.
30,mdl77_actrtn36m,36-Month Active Return with 1-Month Lag : It is defined as the percent change in price for a stock from month t-37 to month t-1.
31,mdl77_actrtn3m,3-Month Active Return : It is defined as the percent change in price for a stock from month t-3 to month t.
32,mdl77_actrtn60m,60-Month Active Return with 1-Month Lag : It is defined as the percent change in price for a stock from month t-61 to month t-1.
