,id,description
0,fnd31_60dsigma,Stock Return Volatility. It is defined as the standard deviation of a stock's monthly returns in the prior 60 days.
1,fnd31_adpmoc,Leverage Composition. The most recent reported DA divided by the DA of the previous quarter. (DA=quarterly total liabilities as a percentage of the reported total assets).
2,fnd31_capexdeplink,Capital Expenditures to Depreciation Linkage. It is defined as the absolute value of the difference between ranked (1-1000) quarterly capital expenditures to assets and ranked (1-1000) quarterly depreciation to assets.
3,fnd31_chg12mtotdebt,"12 Month Change in Total Debt. It is defined as the 12 month relative change in total debt, where total debt is the sum of long-term and short-term debt."
4,fnd31_chginvavgast,Change in Inventory to Average Assets. It is defined as the 12 month change is the quarterly total inventories scaled by the average of assets at the most recent quarter end and 4 quarters prior.
5,fnd31_chgqtrepssurp,"Change in Real Earnings Surprise. It is defined as the change in quarterly earnings surprise (Actual EPS - Consensus Estimate EPS), scaled by the most recent closing price."
6,fnd31_coreepsp,"TTM Core Earnings-to-Price. It is defined as the trailing 12-month earnings per share from operations for a stock deflated by its trading price. This item excludes cumulative effect of accounting change, discounted operations, extraordinary items and special items."
7,fnd31_cpgspea2y,"2-Year Ahead EPS Growth Percentage Change. It is defined as a stock's most recent consensus analysts earnings forecast for fiscal year 2 minus the consensus forecast for year 1, divided by the consensus forecast for year 1."
8,fnd31_creditrev3m,Credit Revisions - 3 Month. This indicator measures the change in CDS levels
9,fnd31_creditrisk,Credit Risk is measured by CDS levels based on end of day par spreads.
10,fnd31_devnorthamericaadditionalfactor4_apg,TTM Gross Profit to Assets. It is defined as the TTM (Sales-COGS)/ Total Assets.
11,fnd31_devnorthamericaadditionalfactor4_apgghcy1,1 Year Change in Gross Profit to Assets. It is defined as the Year on Year Change in Gross Profit to Assets.
12,fnd31_devnorthamericaadditionalfactor4_apgghcy3,3 Year Change in Gross Profit to Assets. It is defined as the 3 Year on Year Change in Gross Profit to Assets.
13,fnd31_devnorthamericaadditionalfactor4_divgp,Shareholder Payout to Gross Profit. It is defined as total dividends paid divided by (revenue - cost of goods sold).
14,fnd31_devnorthamericaadditionalfactor4_earningstorpedo,"Earnings Torpedo. It is defined as Next 4 Quarter EPS Estimate + TTM Real Earnings Surprise/ TTM EPS where, TTM Earnings Surprise = Actual EPS - Est EPS, summed over the last 4 quarters."
15,fnd31_devnorthamericaadditionalfactor4_fwdebitdaev,Leading 12 Month EBITDA/ EV. It is defined as the FY1 estimate of Ebitda/Enterprise Value.
16,fnd31_devnorthamericaadditionalfactor4_mpg,TTM Gross Profit Margin. It is defined as the TTM (Sales-COGS)/ Sales.
17,fnd31_devnorthamericaadditionalfactor4_mpgghcy3,3 Year Change in Gross Profit Margin. It is defined as the 3 Year on Year Change in Gross Profit Margin.
18,fnd31_devnorthamericaadditionalfactor4_numrevy2,"Net # of Revisions for Fiscal Year 2. It is defined as the weighted average of the number of FY2 analyst earnings forecasts raised less the number lowered within a month, divided by the total number of analyst forecasts."
19,fnd31_devnorthamericaadditionalfactor4_pbdwf,Leading 12 Month Book Yield. It is defined as the average quarterly forward-looking book value per share divided by close price.
20,fnd31_devnorthamericaadditionalfactor4_pbwt,Time Weighted Book Yield. It is defined as the time-weighted average of book value per share estimates in fiscal year 1 and fiscal year 2 divided by close price.
21,fnd31_devnorthamericaadditionalfactor4_pcdwf,Leading 12 Month Cash Yield. It is defined as the average quarterly forward-looking cash flows per share divided by close price.
22,fnd31_devnorthamericaadditionalfactor4_pcwt,Time Weighted Cash Yield. It is defined as the time-weighted average of cash flows per share estimates in fiscal year 1 and fiscal year 2 divided by close price.
23,fnd31_devnorthamericaadditionalfactor4_ps_wt,Time Weighted Sales Yield. It is defined as the time weighted Sales per share for FY1 and FY2 divided by its price.
24,fnd31_devnorthamericaadditionalfactor4_psdwf,Leading 12 Month Sales Yield. It is defined as the FY1 estimate of Sales value per share divided by its trading price.
25,fnd31_devnorthamericaadditionalfactor4_rev6fy2,"Averaged Last 6-M EPS Revisions for FY2. It is defined as a the average of prior 6-month monthly changes in a stock's consensus analysts earnings forecasts for fiscal year 2, scaled by previous month-end trading price."
26,fnd31_devnorthamericaadditionalfactor4_slope4qeps5y,Slope of 5-yr TTM EPS Trend Line. It is defined as the slope coefficient between monthly dates and the corresponding trailing 12-month earnings per share before extra items in the prior 20 quarters.
27,fnd31_devnorthamericaadditionalfactor4_tw_ebitdaev,Time Weighted EBITDA/ EV. It is defined as the time weighted EBITDA/Enterprise Value for FY1 and FY2.
28,fnd31_devnorthamericaadditionalfactor4_twepsstdrev,Time Weighted Earnings Revision Dispersion. It is defined as the 6-month average of the time weighted sum of the FY1 and FY2 earnings estimate revisions adjusted by the standard deviations of earnings estimates.
29,fnd31_devnorthamericaadditionalfactor4_y5speq4rqsr,R Sqr of 5-yr TTM EPS Trend Line. It is defined as the slope coefficient between monthly dates and the corresponding trailing 12-month earnings per share before extra items in the prior 20 quarters.
30,fnd31_devnorthamericaadditionalfactor4_y5speq4vc,Stability of 5-yr TTM Earnings per Share. It is defined as the standard deviation of the last 20-Month trailing 12-month earnings per share (EPS) divided by the mean of these EPSs.
31,fnd31_devnorthamericaadditionalfactor4_yoychgroeart,Yearly Change in ROE - Arithmetic Difference. It is defined as the yearly arithmetic change in the ratio of trailing-twelve-month earnings before extraordinary items divided by current total book equity.
32,fnd31_devnorthamericaadditionalfactor4_yoychgroepct,Yearly Change in ROE - Percentage Method. It is defined as the yearly percentage change in the ratio of trailing-twelve-month earnings before extraordinary items divided by current total book equity
33,fnd31_dtsm1_rd,1-Month Realized Stock Return Volatility. It is defined as the standard deviation of stock's daily total return over the trailing one month.
34,fnd31_earnshortfall,"Earnings Shortfall. It is defined as the difference between reported accounting earnings and free cash flow, scaled by average assets."
35,fnd31_ebitdadebt,TTM EBITDA to long-term Debt. It is defined as a stock's trailing 12-month EBITDA divided by the most recently reported total long-term debt.
36,fnd31_ebitdadebtchg,TTM EBITDA to long-term Debt. It is defined as the yearly change in a stock's trailing 12-month EBITDA divided by the most recently reported total long-term debt.
37,fnd31_eqcdspricediv,CDS Divergence. It measures the historical linkage between equity price to CDS spread.
38,fnd31_fc_fqsurstd,Most Recent Quarterly Earnings Surprise. It is defined as a stock's most recent quarterly earnings surprise (actual fiscal quarter EPS less the consensus earnings estimate) adjusted by the standard deviation of its ananlysts' individual earnings forecasts.
39,fnd31_fc_y2repsg,2-Year Projected EPS Growth. It is defined as a stock's most recent consensus analysts earnings forecast for fiscal year 2 minus the most recent reported fiscal year actual earnings tracked by and then deflated by its month-end trading price.
40,fnd31_fqsurstd60dlag,"60-Day Lagged Quarterly Earnings Surprise. It is defined the most recent actual fiscal quarter EPS less the consensus earnings estimate 60 days ago, adjusted by the standard deviation of analyst forecasts 60 days ago."
41,fnd31_irttmsalesev,Industry-relative TTM Sales to Enterprise Value. It is defined as a stock's trailing 12 month sales-to-enterprise (SEV) value less the average of the SEVs of all stocks in the same industry deflated by the standard deviation of the SEVs of all stocks in the same relative universe.
42,fnd31_md,"Distress Measure. It is defined as the financial distress model employed by Campbell, Hilscher and Szilagyi(2008) and Chen and Zhang(2009)."
43,fnd31_monthly_apgghcm3,Quarterly Change in Gross Profit to Assets. It is defined as the Quarter on Quarter Change in Gross Profit to Assets.
44,fnd31_monthly_avg10yepinf,"Cyclically and Inflation Adjusted Earnings-to-Price. It is defined as the average inflation-adjusted earnings of the stock over the past 10-year, divided by its current price."
45,fnd31_monthly_mpgghcm3,Quarterly Change in Gross Profit Margin. It is defined as the Quarter on Quarter Change in Gross Profit Margin.
46,fnd31_ohlsonscore,"Ohlson Bankruptcy Score. It is a model assessing a company's probability of bankruptcy by considering firm size,capital structure, financial performance, and liquidity. It is derived from Ohlson (1980)."
47,fnd31_pbroeresidual,"Price-to-Book Return-on-Equity Combination (PB-ROE). An adjustment to the classic price-to-book model incorporating firm growth, based on a variation of the model developed by Wilcox and Philips (2005)."
48,fnd31_pu,Unexpected Profitability. It is defined as the difference between realized profitability and expected one which is calculated from a regression model.
49,fnd31_qsg5additionalfactor3_monthly_apg,TTM Gross Profit to Assets. It is defined as the TTM (Sales-COGS)/ Total Assets.
50,fnd31_qsg5additionalfactor3_monthly_apgghcy1,1 Year Change in Gross Profit to Assets. It is defined as the Year on Year Change in Gross Profit to Assets.
51,fnd31_qsg5additionalfactor3_monthly_apgghcy3,3 Year Change in Gross Profit to Assets. It is defined as the 3 Year on Year Change in Gross Profit to Assets.
52,fnd31_qsg5additionalfactor3_monthly_divgp,Shareholder Payout to Gross Profit. It is defined as total dividends paid divided by (revenue - cost of goods sold).
53,fnd31_qsg5additionalfactor3_monthly_earningstorpedo,"Earnings Torpedo. It is defined as Next 4 Quarter EPS Estimate + TTM Real Earnings Surprise/ TTM EPS where, TTM Earnings Surprise = Actual EPS - Est EPS, summed over the last 4 quarters."
54,fnd31_qsg5additionalfactor3_monthly_fwdebitdaev,Leading 12 Month EBITDA/ EV. It is defined as the FY1 estimate of Ebitda/Enterprise Value.
55,fnd31_qsg5additionalfactor3_monthly_mpg,TTM Gross Profit Margin. It is defined as the TTM (Sales-COGS)/ Sales.
56,fnd31_qsg5additionalfactor3_monthly_mpgghcy3,3 Year Change in Gross Profit Margin. It is defined as the 3 Year on Year Change in Gross Profit Margin.
57,fnd31_qsg5additionalfactor3_monthly_numrevy2,"Net # of Revisions for Fiscal Year 2. It is defined as the weighted average of the number of FY2 analyst earnings forecasts raised less the number lowered within a month, divided by the total number of analyst forecasts."
58,fnd31_qsg5additionalfactor3_monthly_pbdwf,Leading 12 Month Book Yield. It is defined as the average quarterly forward-looking book value per share divided by close price.
59,fnd31_qsg5additionalfactor3_monthly_pbwt,Time Weighted Book Yield. It is defined as the time-weighted average of book value per share estimates in fiscal year 1 and fiscal year 2 divided by close price.
60,fnd31_qsg5additionalfactor3_monthly_pcdwf,Leading 12 Month Cash Yield. It is defined as the average quarterly forward-looking cash flows per share divided by close price.
61,fnd31_qsg5additionalfactor3_monthly_pcwt,Time Weighted Cash Yield. It is defined as the time-weighted average of cash flows per share estimates in fiscal year 1 and fiscal year 2 divided by close price.
62,fnd31_qsg5additionalfactor3_monthly_ps_wt,Time Weighted Sales Yield. It is defined as the time weighted Sales per share for FY1 and FY2 divided by its price.
63,fnd31_qsg5additionalfactor3_monthly_psdwf,Leading 12 Month Sales Yield. It is defined as the FY1 estimate of Sales value per share divided by its trading price.
64,fnd31_qsg5additionalfactor3_monthly_rev6fy2,"Averaged Last 6-M EPS Revisions for FY2. It is defined as a the average of prior 6-month monthly changes in a stock's consensus analysts earnings forecasts for fiscal year 2, scaled by previous month-end trading price."
65,fnd31_qsg5additionalfactor3_monthly_slope4qeps5y,Slope of 5-yr TTM EPS Trend Line. It is defined as the slope coefficient between monthly dates and the corresponding trailing 12-month earnings per share before extra items in the prior 20 quarters.
66,fnd31_qsg5additionalfactor3_monthly_tw_ebitdaev,Time Weighted EBITDA/ EV. It is defined as the time weighted EBITDA/Enterprise Value for FY1 and FY2.
67,fnd31_qsg5additionalfactor3_monthly_twepsstdrev,Time Weighted Earnings Revision Dispersion. It is defined as the 6-month average of the time weighted sum of the FY1 and FY2 earnings estimate revisions adjusted by the standard deviations of earnings estimates.
68,fnd31_qsg5additionalfactor3_monthly_y5speq4rqsr,R Sqr of 5-yr TTM EPS Trend Line. It is defined as the slope coefficient between monthly dates and the corresponding trailing 12-month earnings per share before extra items in the prior 20 quarters.
69,fnd31_qsg5additionalfactor3_monthly_y5speq4vc,Stability of 5-yr TTM Earnings per Share. It is defined as the standard deviation of the last 20-Month trailing 12-month earnings per share (EPS) divided by the mean of these EPSs.
70,fnd31_qsg5additionalfactor3_monthly_yoychgroeart,Yearly Change in ROE - Arithmetic Difference. It is defined as the yearly arithmetic change in the ratio of trailing-twelve-month earnings before extraordinary items divided by current total book equity.
71,fnd31_qsg5additionalfactor3_monthly_yoychgroepct,Yearly Change in ROE - Percentage Method. It is defined as the yearly percentage change in the ratio of trailing-twelve-month earnings before extraordinary items divided by current total book equity
72,fnd31_rev3my1std,"3-M Revision in FY1 EPS Forecasts: Dispersion Relative. It is defined as the change in a stock's current analysts mean earnings estimate for fiscal year 1 less that of three months ago, scaled by the standard deviation of analyst forecasts as of three months ago."
73,fnd31_rev3my2std,"3-M Revision in FY2 EPS Forecasts: Dispersion Relative. It is defined as the change in a stock's current analysts mean earnings estimate for fiscal year 2 less that of three months ago, scaled by the standard deviation of analyst forecasts as of three months ago."
74,fnd31_rp,Profitability Ratio. It is defined as the latest reported quarterly operating income divided by 12-Month lagged total assets.
75,fnd31_rqi_rd,1-Month Stock Return Interquartile Range. It is defined as the interquartile range of stock's daily total return over the trailing one month.
76,fnd31_slope_spreadsub,Slope of SpreadSub Trend Line. It is defined as the slope coefficient between monthly dates and the corresponding monthly spread.
77,fnd31_ttmopincev,TTM Operating Income to Enterprise Value. It is defined as the trailing 12 month operating income (before depreciation and amortization) divided by enterprise value (EV = Equity Market Value + Long-term Debt + Short-term Debt + Preferred Stock + Minority Interest - Cash).
78,fnd31_twepsrev,Time Weighted Earnings Revision. It is defined as the 6-month average of the time weighted sum of the FY1 and FY2 earnings estimate revisions.
79,fnd31_vefcomtt,TTM Operating Cash Flow-to-Enterprise Value. It is defined as the trailing 12-month operating cash flow per share for a stock divided by its per share Enterprise Value.
80,fnd31_yen,"Normalized Earnings Yield. It is defined as the average of three normalized earnings calculated by ROE, NPM and EPS FY2, scaled by price."
