,id,description
0,oth460_1l_1dls,"The probability that the future trend of ""Long Term Debt Maturing within 1 Year"" will be fall"
1,oth460_1l_1oscq,"The probability that the future trend of ""Shares Outstanding - Common Stock Primary Issue"" will be fall"
2,oth460_1l_1spdd,"The probability that the future trend of ""DPS - Common Stock Primary Issue"" will be fall"
3,oth460_1l_21aeclg,"The probability that the future trend of ""Gain/Loss on Sale (Core Earnings Adjusted) After-tax 12MM"" will be fall"
4,oth460_1l_21declg,"The probability that the future trend of ""Gain/Loss on Sale (Core Earnings Adjusted) Diluted EPS Effect 12MM"" will be fall"
5,oth460_1l_2dls,"The probability that the future trend of ""Long Term Debt Maturing in Year 2"" will be fall"
6,oth460_1l_2spdd,"The probability that the future trend of ""Dividends per Share - Com Stock Issue 2"" will be fall"
7,oth460_1l_57_03_am,"The probability that the future trend of ""Moving average crossover, 30W-75W"" will be fall"
8,oth460_1l_63_51_am,"The probability that the future trend of ""Moving average crossover, 15W-36W"" will be fall"
9,oth460_1l_abpo,"The probability that the future trend of ""Payable/Accrued"" will be fall"
10,oth460_1l_acda,"The probability that the future trend of ""Discountinued Operations - Current Asset"" will be fall"
11,oth460_1l_acoa,"The probability that the future trend of ""Other Current Assets"" will be fall"
12,oth460_1l_acr,"The probability that the future trend of ""Restructuring Costs After-tax"" will be fall"
13,oth460_1l_adbs,"The probability that the future trend of ""Normalized EBITDA"" will be fall"
14,oth460_1l_aemc,"The probability that the future trend of ""Miscellaneous Earnings Adjustment"" will be fall"
15,oth460_1l_aiec,"The probability that the future trend of ""Equity In Affiliates"" will be fall"
16,oth460_1l_alge,"The probability that the future trend of ""Loss(Gain) on Sale of Assets - Operating"" will be fall"
17,oth460_1l_algn,"The probability that the future trend of ""Gain (Loss) on Sale of Assets"" will be fall"
18,oth460_1l_bb,"The probability that the future trend of ""Bollinger Bands"" will be fall"
19,oth460_1l_bfpv,"The probability that the future trend of ""Basic EPS after Stock Based Comp. Exp."" will be fall"
20,oth460_1l_bloo,"The probability that the future trend of ""Other Liabilities"" will be fall"
21,oth460_1l_bpao,"The probability that the future trend of ""Accounts Payable"" will be fall"
22,oth460_1l_caic,"The probability that the future trend of ""Income Available to Com Excl ExtraOrd"" will be fall"
23,oth460_1l_ccns,"The probability that the future trend of ""Net Change in Cash"" will be fall"
24,oth460_1l_cinx,"The probability that the future trend of ""Income Available to Com Incl ExtraOrd"" will be fall"
25,oth460_1l_cktscs,"The probability that the future trend of ""Sale of Common Stock (Cash Flow)"" will be fall"
26,oth460_1l_ctda,"The probability that the future trend of ""Deferred Income Tax - Current Asset"" will be fall"
27,oth460_1l_d12ntr,"The probability that the future trend of ""Total return, past 1M"" will be fall"
28,oth460_1l_dcr,"The probability that the future trend of ""Restructuring Costs Diluted EPS Effect"" will be fall"
29,oth460_1l_decps,"The probability that the future trend of ""S&P Core Earnings EPS Diluted"" will be fall"
30,oth460_1l_dfpv,"The probability that the future trend of ""Diluted EPS after Stock Based Comp. Exp."" will be fall"
31,oth460_1l_dgcd,"The probability that the future trend of ""Gross Dividends - Common Stock"" will be fall"
32,oth460_1l_dlts,"The probability that the future trend of ""Total Debt"" will be fall"
33,oth460_1l_dltv,"The probability that the future trend of ""Total Long Term Debt, Supplemental"" will be fall"
34,oth460_1l_drpc,"The probability that the future trend of ""Preferred Dividends"" will be fall"
35,oth460_1l_drpf,"The probability that the future trend of ""Issuance (Retirement) of Debt, Net"" will be fall"
36,oth460_1l_dtll,"The probability that the future trend of ""Long Term Debt"" will be fall"
37,oth460_1l_dtsl,"The probability that the future trend of ""Notes Payable/Short Term Debt"" will be fall"
38,oth460_1l_dttl,"The probability that the future trend of ""Total Long Term Debt"" will be fall"
