,id,description
13,mws46_mean_ens,"A score between 0 and 100 that represents how ""new"" or novel a news story is within a 24-hour time window across all news stories in a particular package"
14,mws46_mean_ess,A granular score between 0 and 100 that represents the news sentiment for a given entity by measuring various proxies sampled from the news. The score is determined by systematically matching stories typically categorized by financial experts as having short-term positive or negative financial or economic impact. Their ratings are encapsulated in an algorithm that generates a score range between 0-100 where higher values indicate more positive sentiment while values below 50 show negative sentiment.
15,mws46_mean_nip,A score taking values between 0 and 100 that represents the degree of impact a news flash has on the market over the following two-hour period Whether something is considered high or low depends on the time of day when the story arrived
16,mws46_mean_relevance,"A score between 0-100 that indicates how strongly related the entity is to the underlying newsstory, with higher values indicating greater relevance Specifically, a value of 100 indicates that the entity identified plays a key role in the news story and is considered highly relevant"
17,mws46_mean_ssc,A sentiment score between 0 and 100 that represents the news sentiment of a given story by combining various sentiment analysis techniques
43,mws46_sum_ens,"A score between 0 and 100 that represents how ""new"" or novel a news story is within a 24-hour time window across all news stories in a particular package"
44,mws46_sum_ess,A granular score between 0 and 100 that represents the news sentiment for a given entity by measuring various proxies sampled from the news. The score is determined by systematically matching stories typically categorized by financial experts as having short-term positive or negative financial or economic impact. Their ratings are encapsulated in an algorithm that generates a score range between 0-100 where higher values indicate more positive sentiment while values below 50 show negative sentiment.
45,mws46_sum_nip,A score taking values between 0 and 100 that represents the degree of impact a news flash has on the market over the following two-hour period Whether something is considered high or low depends on the time of day when the story arrived
46,mws46_sum_relevance,"A score between 0-100 that indicates how strongly related the entity is to the underlying newsstory, with higher values indicating greater relevance Specifically, a value of 100 indicates that the entity identified plays a key role in the news story and is considered highly relevant"
47,mws46_sum_ssc,A sentiment score between 0 and 100 that represents the news sentiment of a given story by combining various sentiment analysis techniques
48,mws46_sum_story_count,Story count
