,id,description
0,oth460_1_xgb_dl8_d1_1l_qhc,"The probability that the future trend of ""Cash"" will be fall"
1,oth460_1_xgb_dl8_d1_1l_qigu,"The probability that the future trend of ""Gross Income (Income Before Interest Charges)"" will be fall"
2,oth460_1_xgb_dl8_d1_2l_qhc,"The probability that the future trend of ""Cash"" will be neutral"
3,oth460_1_xgb_dl8_d1_2l_qigu,"The probability that the future trend of ""Gross Income (Income Before Interest Charges)"" will be neutral"
4,oth460_1_xgb_dl8_d1_3l_qhc,"The probability that the future trend of ""Cash"" will be move-up"
5,oth460_1_xgb_dl8_d1_3l_qigu,"The probability that the future trend of ""Gross Income (Income Before Interest Charges)"" will be move-up"
6,oth460_1_xgb_dl8_d1_chq_class,"Predicted trend of ""Cash"" (1: fall, 2: neutral, 3: move-up)"
7,oth460_1_xgb_dl8_d1_ugiq_class,"Predicted trend of ""Gross Income (Income Before Interest Charges)"" (1: fall, 2: neutral, 3: move-up)"
8,oth460_1l_1dls,"The probability that the future trend of ""Long Term Debt Maturing within 1 Year"" will be fall"
9,oth460_1l_1eq,"The probability that the future trend of ""Quarterly operating EPS 6 qtrs. ago"" will be fall"
10,oth460_1l_1gp,"The probability that the future trend of ""1-day price change (%)"" will be fall"
11,oth460_1l_1ospq,"The probability that the future trend of ""Shares Outstanding - Preferred Primary Issue"" will be fall"
12,oth460_1l_1qe,"The probability that the future trend of ""12-month operating earnings per share 3 quarters ago"" will be fall"
13,oth460_1l_1spsd,"The probability that the future trend of ""Special DPS - Common Stock Primary Issue"" will be fall"
14,oth460_1l_21aeclg,"The probability that the future trend of ""Gain/Loss on Sale (Core Earnings Adjusted) After-tax 12MM"" will be fall"
15,oth460_1l_21declg,"The probability that the future trend of ""Gain/Loss on Sale (Core Earnings Adjusted) Diluted EPS Effect 12MM"" will be fall"
16,oth460_1l_21fpeo,"The probability that the future trend of ""Earnings Per Share - Diluted - from Operations - 12MM"" will be fall"
17,oth460_1l_21fspe,"The probability that the future trend of ""Earnings Per Share (Diluted) - Excluding Extraordinary Items - 12 Months Moving"" will be fall"
18,oth460_1l_21speo,"The probability that the future trend of ""Earnings Per Share from Operations - 12 Months Moving"" will be fall"
19,oth460_1l_2dls,"The probability that the future trend of ""Long Term Debt Maturing in Year 2"" will be fall"
20,oth460_1l_2eq,"The probability that the future trend of ""Quarterly operating EPS 5 qtrs. ago "" will be fall"
21,oth460_1l_2qe,"The probability that the future trend of ""12-month operating earnings per share 2 quarters ago "" will be fall"
22,oth460_1l_2spdd,"The probability that the future trend of ""Dividends per Share - Com Stock Issue 2"" will be fall"
23,oth460_1l_32dls,"The probability that the future trend of ""Long Term Debt Maturing in 2-3 Years"" will be fall"
24,oth460_1l_3dls,"The probability that the future trend of ""Long Term Debt Maturing in Year 3"" will be fall"
25,oth460_1l_3eq,"The probability that the future trend of ""Quarterly operating EPS 4 qtrs. ago "" will be fall"
26,oth460_1l_3gd,"The probability that the future trend of ""3 year dividend growth rate (%)"" will be fall"
27,oth460_1l_3ge,"The probability that the future trend of ""3-year operating EPS growth rate"" will be fall"
28,oth460_1l_3gs,"The probability that the future trend of ""3-year sales growth rate"" will be fall"
