,id,description
0,anl15_bps_gr_12_m_1m_chg,The weighted one month percent change of 12 month forward book value per share(BPS) estimation aggregated within GICS group grouping.
1,anl15_bps_gr_12_m_3m_chg,The weighted three month percent change of 12 month forward book value per share(BPS) estimation aggregated within GICS group grouping.
2,anl15_bps_gr_12_m_6m_chg,The weighted six month percent change of 12 month forward book value per share(BPS) estimation aggregated within GICS group grouping.
3,anl15_bps_gr_12_m_cos,The number of companies with a 12 month forward mean book value per share(BPS) estimation within GICS group grouping.
4,anl15_bps_gr_12_m_cos_dn,The number of companies for which 12 month forward mean book value per share(BPS) estimation has been lowered from last month within GICS group grouping.
5,anl15_bps_gr_12_m_cos_up,The number of companies for which 12 month forward mean book value per share(BPS) estimation has been raised from last month within GICS group grouping.
6,anl15_bps_gr_12_m_ests,The 12 month forward pro-rated total number of estimates within GICS group grouping.
7,anl15_bps_gr_12_m_ests_dn,The 12 month forward pro-rated total number of estimates which have been lowered since last month within GICS group grouping.
8,anl15_bps_gr_12_m_ests_up,The 12 month forward pro-rated total number of estimates which have been raised since last month within GICS group grouping.
9,anl15_bps_gr_12_m_gro,The weighted 12 month forward year over year growth of book value per share(BPS) estimation aggregated within GICS group grouping.
10,anl15_bps_gr_12_m_mean,The weighted average of 12 month forward book value per share(BPS) estimation aggregated within GICS group grouping.
11,anl15_bps_gr_12_m_pe,The weighted average price/earnings ratio based on 12 month forward EPS estimation aggregated within GICS group grouping.
12,anl15_bps_gr_12_m_st_dev,The weighted average standard deviation of 12 month forward book value per share(BPS) estimation aggregated within GICS group grouping.
13,anl15_bps_gr_12_m_total,The total of 12 month forward book value per share(BPS) estimation aggregated within GICS group grouping.
14,anl15_bps_gr_12_m_tr_mean,The weighted average of 12 month trailing book value per share(BPS) aggregated within GICS group grouping.
15,anl15_bps_gr_18_m_1m_chg,The weighted one month percent change of 18 month forward book value per share(BPS) estimation aggregated within GICS group grouping.
16,anl15_bps_gr_18_m_3m_chg,The weighted three month percent change of 18 month forward book value per share(BPS) estimation aggregated within GICS group grouping.
