,id,description
0,fnd3_A_DnC,Annual Depreciation & Amortization
1,fnd3_A_RnD,Annual Research & Development Expense
2,fnd3_A__earbeforetaxes,Annual Earnings Before Taxes
3,fnd3_A__inc_tax,Annual Income Tax Provision
4,fnd3_A_acc_abi_adj,Annual Increase or Decrease in Accrued Liabilities
5,fnd3_A_acc_dep,Annual Accumulated Depreciation
6,fnd3_A_accpayable,Annual Accounts payable
7,fnd3_A_accreceivable,Annual Accounts receivable
8,fnd3_A_acq_dive,Annual Acquisition & Divestitures
9,fnd3_A_add_paid_cap,Annual Additional Paid In Capital
10,fnd3_A_assets,Annual Total assets
11,fnd3_A_avg_shabasic,"Annual Average Common Shares Outstanding, Basic"
12,fnd3_A_avgdiluted_sha,"Annual Average Common Shares Outstanding, Diluted"
13,fnd3_A_capex,"Annual Capital Expenditures, Net"
14,fnd3_A_capexgross,Annual Capital Expenditure Payments (Gross)
15,fnd3_A_capitalassetsales,Annual Proceeds from Sale of Productive Assets
16,fnd3_A_cash,Annual Cash & Cash Equivalents
17,fnd3_A_cashincrease,Annual Total Cash Increase/Decrease For Period
18,fnd3_A_common,Annual Common Stock Value
19,fnd3_A_comstk_divpershare,Annual Common Stock Dividends Per Share
20,fnd3_A_costofrevenue,Annual cost of revenue
21,fnd3_A_currentassets,Annual Current Asset
22,fnd3_A_currentliabilities,Annual Current Liabilities
23,fnd3_A_currentlongdebt,Annual Current Portion Of Long-Term Debt
24,fnd3_A_currenttaxasset,"Annual Deferred Tax Assets, Current"
25,fnd3_A_ebit,"Annual Earnings Before Interest, Taxes"
26,fnd3_A_ebitda,"Annual Earnings Before Interest, Taxes, Depreciation and Amortization"
27,fnd3_A_eff_excratecash,Annual Effect Of Exchange Rate On Cash And Cash Equivalents
28,fnd3_A_epp,"Annual Property, Plant & Equipment"
29,fnd3_A_epsbasic,"Annual Earnings Per Share, Basic"
30,fnd3_A_epsdiluted,"Annual Earnings Per Share, Diluted"
31,fnd3_A_financing_cf,Annual Financing Cash Flow
32,fnd3_A_goodwill,Annual Goodwill
33,fnd3_A_grossprofit,Annual Gross Profit
34,fnd3_A_int_ass_ex_gwill,Annual Intangible Assets Excluding Goodwill
35,fnd3_A_int_exp,Annual Interest Expense
36,fnd3_A_int_inc,Annual Noncontrolling Interest Income/Loss
37,fnd3_A_interestincome,Annual Interest & Investment Income
