,id,description
0,anl4_adjusted_netincome_ft,Adjusted net income - forecast type (revision/new/...)
70,anl4_bvps_flag,Book value per share - forecast type (revision/new/...)
71,anl4_bvps_high,"Book value - the highest estimation, per share"
72,anl4_bvps_low,"Book value - the lowest estimation, per share"
73,anl4_bvps_mean,Book value per share - average of estimations
74,anl4_bvps_median,Book value per share - Median value among forecasts
75,anl4_bvps_number,Book value per share - number of estimations
76,anl4_bvps_value,Book value per share - announced financial value
77,anl4_capex_flag,Capital Expenditures - forecast type (revision/new/...)
78,anl4_capex_high,Capital Expenditures - The highest estimation
79,anl4_capex_low,Capital Expenditures - The lowest estimation
80,anl4_capex_mean,Capital Expenditures - mean of estimations
81,anl4_capex_number,Capital Expenditures - number of estimations
82,anl4_capex_std,Capital Expenditures - std of estimations
83,anl4_capex_value,Capital Expenditures - announced financial value
84,anl4_cff_flag,Cash Flow From Financing Activities - forecast type (revision/new/...)
85,anl4_cff_high,Cash Flow From Financing - The highest of forecasted values
86,anl4_cff_low,Cash Flow From Financing - The lowest estimation
87,anl4_cff_mean,Cash Flow From Financing - mean of estimations
88,anl4_cff_median,Cash Flow From Financing Activities - Median value among forecasts
89,anl4_cff_number,Cash Flow From Financing - number of estimations
90,anl4_cff_value,Cash Flow From Financing - announced financial value
91,anl4_cfi_flag,Cash Flow From Investing - forecast type (revision/new/...)
92,anl4_cfi_high,Cash Flow From Investing - The highest estimation
93,anl4_cfi_low,Cash Flow From Investing - The lowest estimation
94,anl4_cfi_mean,Cash Flow From Investing - mean of estimations
95,anl4_cfi_median,Cash Flow From Investing - median of estimations
96,anl4_cfi_number,Cash Flow From Investing - number of estimations
97,anl4_cfi_value,Cash Flow From Investing - announced financial value
98,anl4_cfo_flag,Cash Flow From Operations - forecast type (revision/new/...)
99,anl4_cfo_high,Cash Flow From Operations - The highest value among forecasts
100,anl4_cfo_low,Cash Flow From Operations - The lowest estimation
101,anl4_cfo_mean,Cash Flow From Operations - mean of estimations
102,anl4_cfo_median,Cash Flow From Operations - median of estimations
103,anl4_cfo_number,Cash Flow From Operations - number of estimations
104,anl4_cfo_value,Cash Flow From Operations - announced financial value
133,anl4_dts_ptp,Pretax income- std of estimations
134,anl4_dts_rspe,Reported Earnings per share - standard deviation of estimations
158,anl4_ebit_high,Earnings before interest and taxes - The highest estimation
159,anl4_ebit_low,Earnings before interest and taxes - The lowest estimation
160,anl4_ebit_mean,Earnings before interest and taxes - mean of estimations
161,anl4_ebit_median,Earnings before interest and taxes - median of estimations
162,anl4_ebit_number,Earnings before interest and taxes - number of estimations
163,anl4_ebit_std,Earnings before interest and taxes - std of estimations
164,anl4_ebit_value,Earnings before interest and taxes - announced financial value
165,anl4_ebitda_flag,"Earnings before interest, taxes, depreciation and amortization - forecast type (revision/new/...)"
166,anl4_ebitda_high,"Earnings before interest, taxes, depreciation and amortization - The highest estimation"
167,anl4_ebitda_low,"Earnings before interest, taxes, depreciation and amortization - The lowest estimation"
168,anl4_ebitda_mean,"Earnings before interest, taxes, depreciation and amortization - mean of estimations"
169,anl4_ebitda_number,"Earnings before interest, taxes, depreciation and amortization - number of estimations"
170,anl4_ebitda_std,"Earnings before interest, taxes, depreciation and amortization - std of estimations"
171,anl4_ebitda_value,"Earnings before interest, taxes, depreciation and amortization - announced financial value"
172,anl4_epsa_flag,Earnings per share adjusted by excluding extraordinary items and stock option expenses - forecast type (revision/new/...)
173,anl4_epsr_flag,"GAAP Earnings- estimation type (revision/new/...), per share"
174,anl4_epsr_high,GAAP Earnings per share - The highest estimation
175,anl4_epsr_low,GAAP Earnings per share - The lowest estimation
176,anl4_epsr_mean,GAAP Earnings per share - mean of estimations
177,anl4_epsr_number,GAAP Earnings per share - number of estimations
178,anl4_epsr_value,GAAP Earnings per share - announced financial value
179,anl4_fcf_flag,Free cash flow- forecast type (revision/new/...)
180,anl4_fcf_high,"Free cash flow- aggregation on estimations, max"
181,anl4_fcf_low,Free cash flow- The lowest estimation
182,anl4_fcf_mean,Free cash flow- mean of estimations
183,anl4_fcf_median,"Free cash flow- aggregation on estimations, 50th-percentile"
184,anl4_fcf_number,Free cash flow- number of estimations
185,anl4_fcf_value,Free cash flow- announced financial value
186,anl4_fcfps_flag,Free cash flow per share - forecast type (revision/new/...)
187,anl4_fcfps_high,Free cash flow per share- The highest estimation
