,id,description
0,fnd65_allcap_sedol_60dsigma,Sigma is defined as the standard deviation of monthly price returns.
1,fnd65_allcap_sedol_6351_rp,It is defined as the moving average of a stock's prices in last 15-week divided by the moving average of its prices in last 36-week.
2,fnd65_allcap_sedol_actrtn12m,It is defined as the percent change in price for a stock from month t-13 to month t-1.
3,fnd65_allcap_sedol_actrtn18m,It is defined as the percent change in price for a stock from month t-19 to month t-1.
4,fnd65_allcap_sedol_actrtn1m,It is defined as the percent change in price for a stock from month t-1 to month t.
5,fnd65_allcap_sedol_actrtn24m,It is defined as the percent change in price for a stock from month t-25 to month t-1.
6,fnd65_allcap_sedol_actrtn2m,It is defined as the percent change in price for a stock from month t-2 to month t.
7,fnd65_allcap_sedol_actrtn36m,It is defined as the percent change in price for a stock from month t-37 to month t-1.
8,fnd65_allcap_sedol_actrtn3m,It is defined as the percent change in price for a stock from month t-3 to month t.
9,fnd65_allcap_sedol_actrtn60m,It is defined as the percent change in price for a stock from month t-61 to month t-1.
10,fnd65_allcap_sedol_actrtn60m12lag,It is defined as the percent change in price for a stock from month t-72 to month t-12.
11,fnd65_allcap_sedol_actrtn6m,It is defined the percent change in price for a stock from month t-7 to month t-1.
12,fnd65_allcap_sedol_actrtn9m,It is defined as a stock's price percent change from month t-10 to month t-1.
13,fnd65_allcap_sedol_ad,It is defined as the most recently reported total debt divided by total assets.
14,fnd65_allcap_sedol_adpmoc,"It is defined as the most recently reported sum of long-term debt, short-term debt, underfunded pension liabilities, operating lease expense and preferred stock, divided by the total assets."
15,fnd65_allcap_sedol_ags,"It is defined as the trailing 12-month selling, general management, and administration expenses divided by the trailing 12-month sales."
16,fnd65_allcap_sedol_alpha60m,It is defined as the intercept of the regression line which best fits a stock's monthly price return against the S&P 500 index monthly return over last 60-month period.
17,fnd65_allcap_sedol_altmanz,Altman Z = 1.2* (Current Assets - Current Liabilities)/TA + 1.4*Retained Earnings/TA + 3.3*Earnings before Interest and Taxes/TA+ 0.6*Market Value of Preferred and Common Equity/Book Value of Total Liabilities + 1.0*Sales/TA where TA denotes total assets.
18,fnd65_allcap_sedol_aoer,It is defined as the reported cumulative retained earnings from the most recent quarter deflated by reported total assets from the most recent quarter.
19,fnd65_allcap_sedol_aor,It is defined as the trailing 12-month income before extra items divided by the average of total assets in the same period.
20,fnd65_allcap_sedol_apemtt,It is defined as the most recently reported trailing 12-month earnings per share after extraordinary items for a stock divided by its trading price.
21,fnd65_allcap_sedol_apg,It is defined as the TTM (Sales-COGS)/ Total Assets.
22,fnd65_allcap_sedol_apgghcy1_,It is defined as the difference between the most recent quarterly reported gross profit to assets and that of the same quarter one year ago. Gross profit to assets = TTM (Sales-COGS)/ Total Assets. COGS is cost of goods sold.
23,fnd65_allcap_sedol_apgghcy3_,It is defined as the difference between the most recent quarterly reported gross profit to assets and that of the same quarter three year ago. Gross profit to assets = TTM (Sales-COGS)/ Total Assets
24,fnd65_allcap_sedol_aspanratio,It is defined as a stock's quarterly operating assets minus its operating liabilities deflated by the lagged total assets.
25,fnd65_allcap_sedol_aspemtty3gc,It is defined as the 3 year geometric growth rate of the most recently reported TTM EPS after extraordinary items for a stock.
26,fnd65_allcap_sedol_astcomp,It is defined as the total current assets from the most recent quarter divided by the total assets from the most recent quarter.
27,fnd65_allcap_sedol_astto,It is defined as the trailing 12-month sales divided by the most recently reported quarterly assets.
28,fnd65_allcap_sedol_avg10yep,"It is defined as the average earnings of the stock over the past 10-year, divided by its current price."
29,fnd65_allcap_sedol_beta,It is defined as 0.67 times the 60-month beta plus 0.33. Beta is the covariance between a stock's monthly return and the monthly S&P 500 index return in the prior 60-month period divided by the variance of the monthly S&P 500 index return in the same period.
30,fnd65_allcap_sedol_betasigma,It is defined as the product of the adjusted 60-month Beta and 60-month Sigma (standard deviation of monthly price returns).
31,fnd65_allcap_sedol_bmpo,It is defined as the most recently reported quarterly operating income divided by the corresponding quarterly sales.
32,fnd65_allcap_sedol_booklev,It is defined as the most recently reported quarterly total assets divided by the book equity.
33,fnd65_allcap_sedol_bpemtt,It is defined as the most recently reported trailing 12-month earnings per share before extraordinary items for a stock divided by its trading price.
34,fnd65_allcap_sedol_capacq,It is defined as the trailing 12-month operating cash flow less than the trailing 12-month cash dividends and then divided by the total expenditures in the same period.
35,fnd65_allcap_sedol_capexast,It is defined as trailing 12-month capital expenditures divided by the total assets from most recent quarter.
36,fnd65_allcap_sedol_capexdeplink,It is defined as the absolute value of the difference between ranked (1-1000) quarterly capital expenditures to assets and ranked (1-1000) quarterly depreciation to assets.
37,fnd65_allcap_sedol_capexsale,It is defined as trailing 12-month capital expenditures divided by trailing 12-month sales.
38,fnd65_allcap_sedol_cashburnrate,It is defined as: -(Cash From Operations + Cash from Investments)/(Cash + Short-term Investments).
39,fnd65_allcap_sedol_cashc,It is defined as the average inventory days plus the average collection days minus the average payable days.
40,fnd65_allcap_sedol_cashp,It is defined as the most recently reported cash and equivalents per share of a company divided by trading price.
