,id,description
0,mdl26_5yr_hstrcl_grwth_rt,5year historical growth rate
1,mdl26_60dy_srprs_lst_q_rnngs,60day surprise (actual value - predicted value) last QTR earnings
2,mdl26_60dy_srprs_lst_y_rnngs,60day surprise (actual value - predicted value) last YEAR earnings
3,mdl26_7dy_bld_stmt_flg_fq1_rnngs,7day rough estimate flag FQTR1 earnings
4,mdl26_7dy_bld_stmt_flg_fq2_rnngs,7day rough estimate flag FQTR2 earnings
5,mdl26_7dy_bld_stmt_flg_fq3_rnngs,7day rough estimate flag FQTR3 earnings
6,mdl26_7dy_bld_stmt_flg_fq4_rnngs,7day rough estimate flag FQTR4 earnings
7,mdl26_7dy_bld_stmt_flg_fy2_rnngs,7day rough estimate flag FYEAR2 earnings
8,mdl26_7dy_mn_chng_flg_fq1_rnngs,7day mean change flag FQTR1 earnings
9,mdl26_7dy_mn_chng_flg_fq2_rnngs,7day mean change flag FQTR2 earnings
10,mdl26_7dy_mn_chng_flg_fq3_rnngs,7day mean change flag FQTR3 earnings
11,mdl26_7dy_mn_chng_flg_fq4_rnngs,7day mean change flag FQTR4 earnings
12,mdl26_7dy_mn_chng_flg_fy1_rnngs,7day mean change flag FYEAR1 earnings
13,mdl26_7dy_mn_chng_flg_fy2_rnngs,7day mean change flag FYEAR2 earnings
14,mdl26_actual_last_q_earnings,actual last QTR earnings
15,mdl26_actual_last_q_ebitda,actual last QTR EBITDA
16,mdl26_actual_last_q_revenue,actual last QTR revenue
17,mdl26_actual_last_y_earnings,actual last YEAR earnings
18,mdl26_actual_last_y_ebitda,actual last YEAR EBITDA
19,mdl26_actual_last_y_revenue,actual last YEAR revenue
20,mdl26_arm_score_change_1,score change for days: 1
21,mdl26_arm_score_change_3,score change for days: 3
22,mdl26_arm_score_change_60,score change for days: 60
23,mdl26_arm_score_change_7,score change for days: 7
24,mdl26_arm_score_change_90,score change for days: 90
25,mdl26_avrevsn_fq1_earnings_30,average revision FQTR1 earnings: 30 days
26,mdl26_avrevsn_fq2_earnings_30,average revision FQTR2 earnings: 30 days
27,mdl26_avrevsn_fq3_earnings_30,average revision FQTR3 earnings: 30 days
28,mdl26_avrevsn_fq4_earnings_30,average revision FQTR4 earnings: 30 days
29,mdl26_avrevsn_fy1_earnings_30,average revision FYEAR1 earnings: 30 days
30,mdl26_avrevsn_fy2_earnings_30,average revision FYEAR2 earnings: 30 days
31,mdl26_bld_stmt_flg_fq1_rnngs,rough estimate flag FQTR1 earnings
32,mdl26_bld_stmt_flg_fq2_rnngs,rough estimate flag FQTR2 earnings
33,mdl26_bld_stmt_flg_fq3_rnngs,rough estimate flag FQTR3 earnings
34,mdl26_bld_stmt_flg_fq4_rnngs,rough estimate flag FQTR4 earnings
35,mdl26_bld_stmt_flg_fy1_rnngs,rough estimate flag FYEAR1 earnings
36,mdl26_bld_stmt_flg_fy2_rnngs,rough estimate flag FYEAR2 earnings
37,mdl26_blndd_grwth_ndstry_prcntl,blended growth industry percentile
38,mdl26_blndd_grwth_rt_smrtstmt,blended growth rate smartestimate
39,mdl26_blndd_grwth_sctr_prcntl,blended growth sector percentile
40,mdl26_chng_frm_52wk_hgh_prc,change from 52week high price
41,mdl26_chng_frm_52wk_lw_prc,change from 52week low price
42,mdl26_chng_rltv_t_cc_40_30,change relative to CAC40  30 day average
43,mdl26_chng_rltv_t_cntry_bnchmrk_30,change relative to country benchmark  30 day average
44,mdl26_chng_rltv_t_dj_stxx_600_30,change relative to DJStoxx600  30 day average
45,mdl26_chng_rltv_t_fts_100_30,change relative to FTSE100  30 day average
46,mdl26_chng_rltv_t_hng_sng_30,change relative to HangSeng  30 day average
47,mdl26_chng_rltv_t_js_ll_shr_30,change relative to JSE-ALL 30 day average
48,mdl26_chng_rltv_t_msc_f_30,change relative to MSCI-EAFE  30 day average
49,mdl26_chng_rltv_t_msc_mf_30,change relative to MSCI-EMF  30 day average
50,mdl26_chng_rltv_t_msc_pc_x_jp_30,change relative to MSCI-PACExJP 30 day average
51,mdl26_chng_rltv_t_msc_rp_30,change relative to MSCI-EUROPE 30 day average
52,mdl26_chng_rltv_t_ndstry_bnchmrk_30,change relative to industry benchmark  30 day average
53,mdl26_chng_rltv_t_r1000_grwth_30,change relative to Russell1000 growth 30 day average
54,mdl26_chng_rltv_t_rssll_2000_30,change relative to Russell2000 30 day average
55,mdl26_chng_rltv_t_rssll_mdcp_30,change relative to Russell-midcap 30 day average
56,mdl26_chng_rltv_t_sp_400_30,change relative to SNP400 30 day average
57,mdl26_chng_rltv_t_sp_500_30,change relative to SNP500 30 day average
58,mdl26_chng_rltv_t_sp_600_30,change relative to SNP600 30 day average
59,mdl26_chng_rltv_t_sx_100_30,change relative to ASX100 30 day average
60,mdl26_chng_rltv_t_sx_200_30,change relative to ASX200 30 day average
61,mdl26_chng_rltv_t_sx_300_30,change relative to ASX300 30 day average
62,mdl26_chng_rltv_t_sx_ll_rd_30,change relative to ASX-ALL Ord 30 day average
63,mdl26_chng_rltv_t_tpx_30,change relative to topix 30 day average
64,mdl26_chng_rltv_t_tsx_cmpst_30,change relative to tsx composite 30 day average
65,mdl26_days_since_last_report,days since last report
66,mdl26_dff_frm_200dy_mvng_vrg,difference from 200day moving average
67,mdl26_dff_frm_50dy_mvng_vrg,difference from 50day moving average
68,mdl26_dffrnc_frm_hstrcl_p,difference from historical (Price/Earnings ratio)
69,mdl26_dffrnc_frm_hstrcl_prc_rt_rnngs,difference from historical (Price/Earnings ratio)
70,mdl26_dsnc_bld_stmt_fq1_rnngs,days since rough estimate FQTR1 earnings
71,mdl26_dsnc_bld_stmt_fq2_rnngs,days since rough estimate FQTR2 earnings
72,mdl26_dsnc_bld_stmt_fq3_rnngs,days since rough estimate FQTR3 earnings
73,mdl26_dsnc_bld_stmt_fq4_rnngs,days since rough estimate FQTR4 earnings
74,mdl26_dsnc_bld_stmt_fy1_rnngs,days since rough estimate FYEAR1 earnings
75,mdl26_dsnc_bld_stmt_fy2_rnngs,days since rough estimate FYEAR2 earnings
76,mdl26_dsnc_clstr_bgn_fq1_rnngs,days since cluster began FQTR1 earnings
77,mdl26_dsnc_clstr_bgn_fq2_rnngs,days since cluster began FQTR2 earnings
78,mdl26_dsnc_clstr_bgn_fq3_rnngs,days since cluster began FQTR3 earnings
79,mdl26_dsnc_clstr_bgn_fq4_rnngs,days since cluster began FQTR4 earnings
80,mdl26_dsnc_clstr_bgn_fy1_rnngs,days since cluster began FYEAR1 earnings
81,mdl26_dsnc_clstr_bgn_fy2_rnngs,days since cluster began FYEAR2 earnings
82,mdl26_dsnc_clstr_dtctd_fq1_rnngs,days since cluster detected FQTR1 earnings
