,id,description
0,oth395_asset_41_11,Current Asset Accruals / Total Assets
1,oth395_asset_41_12,Current Asset Accruals / Time Series Average Total Assets 1
2,oth395_asset_41_13,Current Asset Accruals / Time Series Average Total Assets 2
3,oth395_asset_41_21,Current Asset Accruals / Current Assets
4,oth395_asset_41_22,Current Asset Accruals / Time Series Average Current Assets 1
5,oth395_asset_41_23,Current Asset Accruals / Time Series Average Current Assets 2
6,oth395_asset_41_31,Current Asset Accruals / Sales
7,oth395_asset_42_11,Current Asset Accruals / Total Assets
8,oth395_asset_42_12,Current Asset Accruals / Time Series Average Total Assets 1
9,oth395_asset_42_13,Current Asset Accruals / Time Series Average Total Assets 2
10,oth395_asset_42_21,Current Asset Accruals / Current Assets
11,oth395_asset_42_22,Current Asset Accruals / Time Series Average Current Assets 1
12,oth395_asset_42_23,Current Asset Accruals / Time Series Average Current Assets 2
13,oth395_asset_42_31,Current Asset Accruals / Sales
14,oth395_asset_43_11,Current Asset Accruals / Total Assets
15,oth395_asset_43_12,Current Asset Accruals / Time Series Average Total Assets 1
16,oth395_asset_43_13,Current Asset Accruals / Time Series Average Total Assets 2
17,oth395_asset_43_21,Current Asset Accruals / Current Assets
18,oth395_asset_43_22,Current Asset Accruals / Time Series Average Current Assets 1
19,oth395_asset_43_23,Current Asset Accruals / Time Series Average Current Assets 2
20,oth395_asset_43_31,Current Asset Accruals / Sales
21,oth395_asset_51_11,Non-current Asset Accruals / Total Assets
22,oth395_asset_51_12,Non-current Asset Accruals / Time Series Average Total Assets 1
23,oth395_asset_51_13,Non-current Asset Accruals / Time Series Average Total Assets 2
24,oth395_asset_51_21,Non-current Asset Accruals / Current Assets
25,oth395_asset_51_22,Non-current Asset Accruals / Time Series Average Current Assets 1
26,oth395_asset_51_23,Non-current Asset Accruals / Time Series Average Current Assets 2
27,oth395_asset_51_31,Non-current Asset Accruals / Sales
28,oth395_asset_52_11,Non-current Asset Accruals / Total Assets
29,oth395_asset_52_12,Non-current Asset Accruals / Time Series Average Total Assets 1
30,oth395_asset_52_13,Non-current Asset Accruals / Time Series Average Total Assets 2
31,oth395_asset_52_21,Non-current Asset Accruals / Current Assets
32,oth395_asset_52_22,Non-current Asset Accruals / Time Series Average Current Assets 1
33,oth395_asset_52_23,Non-current Asset Accruals / Time Series Average Current Assets 2
34,oth395_asset_52_31,Non-current Asset Accruals / Sales
35,oth395_asset_53_11,Non-current Asset Accruals / Total Assets
36,oth395_asset_53_12,Non-current Asset Accruals / Time Series Average Total Assets 1
37,oth395_asset_53_13,Non-current Asset Accruals / Time Series Average Total Assets 2
38,oth395_asset_53_21,Non-current Asset Accruals / Current Assets
39,oth395_asset_53_22,Non-current Asset Accruals / Time Series Average Current Assets 1
40,oth395_asset_53_23,Non-current Asset Accruals / Time Series Average Current Assets 2
41,oth395_asset_53_31,Non-current Asset Accruals / Sales
42,oth395_asset_54_11,Non-current Asset Accruals / Total Assets
43,oth395_asset_54_12,Non-current Asset Accruals / Time Series Average Total Assets 1
44,oth395_asset_54_13,Non-current Asset Accruals / Time Series Average Total Assets 2
45,oth395_asset_54_21,Non-current Asset Accruals / Current Assets
46,oth395_asset_54_22,Non-current Asset Accruals / Time Series Average Current Assets 1
47,oth395_asset_54_23,Non-current Asset Accruals / Time Series Average Current Assets 2
48,oth395_asset_54_31,Non-current Asset Accruals / Sales
49,oth395_asset_55_11,Non-current Asset Accruals / Total Assets
50,oth395_asset_55_12,Non-current Asset Accruals / Time Series Average Total Assets 1
51,oth395_asset_55_13,Non-current Asset Accruals / Time Series Average Total Assets 2
52,oth395_asset_55_21,Non-current Asset Accruals / Current Assets
53,oth395_asset_55_22,Non-current Asset Accruals / Time Series Average Current Assets 1
54,oth395_asset_55_23,Non-current Asset Accruals / Time Series Average Current Assets 2
55,oth395_asset_55_31,Non-current Asset Accruals / Sales
56,oth395_asset_56_11,Non-current Asset Accruals / Total Assets
57,oth395_asset_56_12,Non-current Asset Accruals / Time Series Average Total Assets 1
58,oth395_asset_56_13,Non-current Asset Accruals / Time Series Average Total Assets 2
59,oth395_asset_56_21,Non-current Asset Accruals / Current Assets
60,oth395_asset_56_22,Non-current Asset Accruals / Time Series Average Current Assets 1
61,oth395_asset_56_23,Non-current Asset Accruals / Time Series Average Current Assets 2
62,oth395_asset_56_31,Non-current Asset Accruals / Sales
63,oth395_asset_57_11,Non-current Asset Accruals / Total Assets
64,oth395_asset_57_12,Non-current Asset Accruals / Time Series Average Total Assets 1
65,oth395_asset_57_13,Non-current Asset Accruals / Time Series Average Total Assets 2
66,oth395_asset_57_21,Non-current Asset Accruals / Current Assets
67,oth395_asset_57_22,Non-current Asset Accruals / Time Series Average Current Assets 1
68,oth395_asset_57_23,Non-current Asset Accruals / Time Series Average Current Assets 2
69,oth395_asset_57_31,Non-current Asset Accruals / Sales
70,oth395_asset_58_11,Non-current Asset Accruals / Total Assets
71,oth395_asset_58_12,Non-current Asset Accruals / Time Series Average Total Assets 1
72,oth395_asset_58_13,Non-current Asset Accruals / Time Series Average Total Assets 2
73,oth395_asset_58_21,Non-current Asset Accruals / Current Assets
74,oth395_asset_58_22,Non-current Asset Accruals / Time Series Average Current Assets 1
75,oth395_asset_58_23,Non-current Asset Accruals / Time Series Average Current Assets 2
76,oth395_asset_58_31,Non-current Asset Accruals / Sales
77,oth395_asset_61_11,Financial Asset Accruals / Total Assets
78,oth395_asset_61_12,Financial Asset Accruals / Time Series Average Total Assets 1
79,oth395_asset_61_13,Financial Asset Accruals / Time Series Average Total Assets 2
80,oth395_asset_61_31,Financial Asset Accruals / Sales
81,oth395_asset_62_11,Financial Asset Accruals / Total Assets
82,oth395_asset_62_12,Financial Asset Accruals / Time Series Average Total Assets 1
83,oth395_asset_62_13,Financial Asset Accruals / Time Series Average Total Assets 2
84,oth395_asset_62_21,Financial Asset Accruals / Current Assets
85,oth395_asset_62_22,Financial Asset Accruals / Time Series Average Current Assets 1
86,oth395_asset_62_23,Financial Asset Accruals / Time Series Average Current Assets 2
87,oth395_asset_62_31,Financial Asset Accruals / Sales
88,oth395_asset_63_11,Financial Asset Accruals / Total Assets
89,oth395_asset_63_12,Financial Asset Accruals / Time Series Average Total Assets 1
90,oth395_asset_63_13,Financial Asset Accruals / Time Series Average Total Assets 2
91,oth395_asset_63_21,Financial Asset Accruals / Current Assets
92,oth395_asset_63_22,Financial Asset Accruals / Time Series Average Current Assets 1
93,oth395_asset_63_23,Financial Asset Accruals / Time Series Average Current Assets 2
94,oth395_asset_63_31,Financial Asset Accruals / Sales
95,oth395_asset_64_11,Financial Asset Accruals / Total Assets
96,oth395_asset_64_12,Financial Asset Accruals / Time Series Average Total Assets 1
97,oth395_asset_64_13,Financial Asset Accruals / Time Series Average Total Assets 2
98,oth395_asset_64_21,Financial Asset Accruals / Current Assets
99,oth395_asset_64_22,Financial Asset Accruals / Time Series Average Current Assets 1
100,oth395_asset_64_23,Financial Asset Accruals / Time Series Average Current Assets 2
101,oth395_asset_64_31,Financial Asset Accruals / Sales
102,oth395_asset_d1_asset_change,Ratio of the latest asset over asset_ltm
103,oth395_best11_d1_accum_4q,Accumulated sum of accruals ratio over the last four quarters
104,oth395_best11_d1_asset_double_history,Whether asset doubled over history
105,oth395_best11_d1_current_t,"Current t-statistics of accruals ratio, calculated as Current-t = (current accruals ratio â€“ mean) / std"
106,oth395_best11_d1_dts,Standard deviation of accruals ratio over history
107,oth395_best11_d1_length,Numbers of accruals ratio data that is available over history
108,oth395_best11_d1_max,Maximum of accruals ratio over history
109,oth395_best11_d1_mean,Mean of accruals ratio over history
110,oth395_best11_d1_min,Minimum of accruals ratio over history
111,oth395_best21_d1_accum_4q,Accumulated sum of accruals ratio over the last four quarters
112,oth395_best21_d1_asset_double_history,Whether asset doubled over history
