,id,description
0,mdl77_6351_rp,15/36 Week Stock Price Ratio  : It is defined as the moving average of a stock's prices in last 15-week divided by the moving average of its prices in last 36-week.
1,mdl77_actrtn12m,12-Month Active Return with 1-month Lag : It is defined as the percent change in price for a stock from month t-13 to month t-1.
2,mdl77_actrtn18m,18-Month Active Return with 1-Month Lag : It is defined as the percent change in price for a stock from month t-19 to month t-1.
3,mdl77_actrtn1m,1-Month Active Return : It is defined as the percent change in price for a stock from month t-1 to month t.
4,mdl77_actrtn24m,24-Month Active Return with 1-Month Lag  : It is defined as the percent change in price for a stock from month t-25 to month t-1.
5,mdl77_actrtn2m,2-Month Active Return : It is defined as the percent change in price for a stock from month t-2 to month t.
6,mdl77_actrtn36m,36-Month Active Return with 1-Month Lag : It is defined as the percent change in price for a stock from month t-37 to month t-1.
7,mdl77_actrtn3m,3-Month Active Return : It is defined as the percent change in price for a stock from month t-3 to month t.
8,mdl77_actrtn60m,60-Month Active Return with 1-Month Lag : It is defined as the percent change in price for a stock from month t-61 to month t-1.
9,mdl77_actrtn6m,6-Month Active Return with 1-Month Lag  : It is defined the percent change in price for a stock from month t-7 to month t-1.
10,mdl77_actrtn9m,9-Month Active Return with 1-Month Lag : It is defined as a stock's price percent change from month t-10 to month t-1.
11,mdl77_ad,Total Debt to Total Assets : It is defined as the most recently reported total debt divided by total assets.
12,mdl77_ags,"SG&A Expenses-to-Sales : It is defined as the trailing 12-month selling, general management, and administration expenses divided by the trailing 12-month sales."
13,mdl77_alpha60m,60-Month Alpha : It is defined as the intercept of the regression line which best fits a stock's monthly price return against the S&P 500 index monthly return over last 60-month period.
14,mdl77_aoer,Retained Earnings-to-Total Assets : It is defined as the reported cumulative retained earnings from the most recent quarter deflated by reported total assets from the most recent quarter.
15,mdl77_aor,Return on Assets : It is defined as the trailing 12-month income before extra items divided by the average of total assets in the same period.
16,mdl77_apemtt,An indicator that standardizes and compares relative share price between time periods and among companies.
17,mdl77_apsales,Asia-Pacific Sales Exposure : It is defined as the annual aggregate sales for Asia-Pacific as reported by the company divided by total annual sales
18,mdl77_aspanratio,Stock's quarterly operating assets minus its operating liabilities deflated by the lagged total assets
19,mdl77_astcomp,Asset Composition : It is defined as the total current assets from the most recent quarter divided by the total assets from the most recent quarter.
20,mdl77_astto,Assets Turnover Ratio : It is defined as the trailing 12-month sales divided by the most recently reported quarterly assets.
21,mdl77_beta,60-Month Beta : It is defined as 0.67 times the 60-month beta plus 0.33Beta is the covariance between a stock's monthly return and the monthly S&P 500 index return in the prior 60-month period divided by the variance of the monthly S&P 500 index return in the same period.
22,mdl77_betasigma,Product of Beta and Sigma : It is defined as the product of the adjusted 60-month Beta and 60-month Sigma (standard deviation of monthly price returns).
23,mdl77_bmpo,Operating Profit Margin : It is defined as the most recently reported quarterly operating income divided by the corresponding quarterly sales.
24,mdl77_booklev,Book Leverage : It is defined as the most recently reported quarterly total assets divided by the book equity.
25,mdl77_bpemtt,The company's performance in trailing 1-year before taking into account of non-recurring gain or loss.stock divided by its month-end trading price.
26,mdl77_capacq,Capital Acquisition Ratio : It is defined as the trailing 12-month operating cash flow less than the trailing 12-month cash dividends and then divided by the total expenditures in the same period.
27,mdl77_capexast,Capital Expenditure-to-Total Assets : It is defined as trailing 12-month capital expenditures divided by the total assets from most recent quarter
28,mdl77_capexsale,TTM Capital Expenditures-to-Sales : It is defined as trailing 12-month capital expenditures divided by trailing 12-month sales.
