,id,description
0,oth466_aor_tr,Return On Assets
1,oth466_bs_acconts_pay,Accounts Payable
2,oth466_bs_accr_exp_xpayr_q,Other Accrued Expenses
3,oth466_bs_accr_payr,Other Accrued Expenses
4,oth466_bs_accrued_income_taxes,Income Tax Payable
5,oth466_bs_accum_depr,Accumulated Depreciation
6,oth466_bs_allow_doubtful_acc_rec,Allowance For Doubtful Accounts
7,oth466_bs_assets_curr_oth_q,Other Current Assets
8,oth466_bs_assets_curr_q,Total Current Assets
9,oth466_bs_assets_intl,Assets - International
10,oth466_bs_assets_oth,Other Assets
11,oth466_bs_assets_oth_intang_q,Other Assets(incl. Intangibles)
12,oth466_bs_assets_oth_q,Other Assets
13,oth466_bs_assets_oth_tang,Other Assets (incl. Tangibles)
14,oth466_bs_assets_oth_tot,"Other Long Term Assets, Total"
15,oth466_bs_assets_oth_tot_q,"Other Long Term Assets, Total"
16,oth466_bs_assets_tot,Total Assets
17,oth466_bs_assets_tot_q,Total Assets
18,oth466_bs_bdebt_q,Bad Debt
19,oth466_bs_bps_tang_q,Tangible Book Value per Share
20,oth466_bs_bv_tang,Tangible Book Value
21,oth466_bs_cap_surp,Capital Surplus
22,oth466_bs_cash_equiv_q,Cash and equivalents
23,oth466_bs_cash_only_q,Net Cash
24,oth466_bs_cash_st_invest,Cash & Short-Term Investments
25,oth466_bs_cash_st_q,Cash & Short-Term Investments
26,oth466_bs_com_eq_apic_q,Additional Paid-In Capital
27,oth466_bs_com_eq_for_exch_q,Unrealized Foreign Exchange Gain/Loss
28,oth466_bs_com_eq_par_q,Common Stock Par/Carry Value
29,oth466_bs_com_eq_retain_earn_q,Retained Earnings
30,oth466_bs_common_eq,Common Equity
31,oth466_bs_common_eqt_tot,Common Equity - Total
32,oth466_bs_common_stk,Common Stock
33,oth466_bs_curr_asset_tot,Current Assets - Total
34,oth466_bs_curr_assets_oth,Current Assets - Other
35,oth466_bs_curr_liab_oth,Other Current Liabilities
36,oth466_bs_curr_liab_tot,Total Current Liabilities
37,oth466_bs_curr_por_lt_debt,Current Portion of Long Term Debt
38,oth466_bs_debt_lt_curr_q,Current Portion of Long Term Debt
39,oth466_bs_debt_lt_net,"Long Term Debt, Net"
40,oth466_bs_debt_lt_q,Long Term Debt
41,oth466_bs_debt_lt_tot,"Long Term Debt, Total"
42,oth466_bs_debt_lt_xcap_q,LT Debt excl Capital Lease Obligations
43,oth466_bs_debt_net,Net Debt
44,oth466_bs_debt_notes_bonds_tot,"Total Long Term Debt, Supplemental"
45,oth466_bs_debt_q,Total Debt
46,oth466_bs_debt_st,Short Term Debt
47,oth466_bs_debt_st_curr_port,Long Term Debt Maturing Within 1 Year
48,oth466_bs_debt_st_lt_tot,Short Term Debt & Current Portion of Long Term Debt
49,oth466_bs_debt_st_q,Short Term Debt
50,oth466_bs_debt_st_x_curr_port_q,Short-Term Debt
51,oth466_bs_defer_rev_curr,Deferred Revenue - Current
52,oth466_bs_dfd_revenue_lt_q,Deferred Revenue - Long Term
53,oth466_bs_dfd_revenue_q,Deferred Revenue - Current
54,oth466_bs_dfd_tax_as_q,Deferred Income Tax - Current Asset
55,oth466_bs_dfd_tax_assets_lt,Deferred Income Tax Long Term Asset
56,oth466_bs_dfd_tax_assets_st,Deferred Income Tax - Current Asset
57,oth466_bs_dfd_tax_cr_q,Deferred Tax Liabilities
58,oth466_bs_dfd_tax_db_q,Deferred Tax Assets
59,oth466_bs_dfd_tax_itc_q,Deferred Taxes and Investment Tax Credit
60,oth466_bs_dfd_tax_q,Deferred Taxes
61,oth466_bs_disclosed_intangibles,Intangible Assets - Total
62,oth466_bs_eq_tot,Total Equity & Minority Interest
63,oth466_bs_eq_tot_q,Total Equity
64,oth466_bs_goodwill_q,Goodwill - Net
65,oth466_bs_gw_net,Goodwill - Net Of Accumulated Amortization
66,oth466_bs_gw_net_q,Net Goodwill
67,oth466_bs_int_pay,Interest Payable
68,oth466_bs_intang_oth,Net Other Intangibles
69,oth466_bs_intang_oth_amort_q,Total Intangible Other Assets ? Accumulated Amortization
70,oth466_bs_intang_oth_gross_q,Total Intangible Other Assets - Gross
71,oth466_bs_intang_oth_q,Net Other Intangibles
72,oth466_bs_intang_q,Total Intangible Other Assets - Net
73,oth466_bs_inv_total_q,Total Inventory
74,oth466_bs_inven_matl,Inventories - Raw Materials
75,oth466_bs_inven_prog_paymt,Inventories - Progress Payments & Other
76,oth466_bs_invest_aff_q,LT Investment - Affiliate Companies
77,oth466_bs_invest_cap,Invested Capital Total
78,oth466_bs_invest_cap_q,Total Capital
79,oth466_bs_invest_lt_q,Long Term Investments
80,oth466_bs_invest_oth_q,Other Investments
81,oth466_bs_invest_q,Investments ? Total
82,oth466_bs_invest_re,Real Estate Assets Acquired By A Bank
83,oth466_bs_invest_st_q,Short Term Investments
84,oth466_bs_invest_st_tot,Shortterm Investments
85,oth466_bs_invt_tot,Total Inventory
86,oth466_bs_lease_pay_due_3,Operating Lease Payments Due In Year 3
87,oth466_bs_liab_oth_tot,"Other Liabilities, Total"
88,oth466_bs_liab_shh_eq_tot,Total Liabilities & Shareholders' Equity
89,oth466_bs_liab_tot,Total Liabilities
90,oth466_bs_liabs_curr_oth_q,"Other Current liabilities, Total"
91,oth466_bs_liabs_curr_q,Total Current Liabilities
92,oth466_bs_liabs_oth_xdfd_rev_q,Other Liabilities
93,oth466_bs_liabs_tot_q,Total Liabilities
94,oth466_bs_liabs_xmin_int_accum_q,Liabilities (excl. Minority Interest)
95,oth466_bs_lt_debt_mature_2,Long Term Debt Maturing In Year 2
96,oth466_bs_lt_debt_mature_3,Long Term Debt Maturing In Year 3
97,oth466_bs_lt_debt_mature_4,Long Term Debt Maturing In Year 4
98,oth466_bs_lt_debt_mature_5,Long Term Debt Maturing In Year 5
99,oth466_bs_min_int_accum_q,Accumulated Minority Interest - Total
100,oth466_bs_minority_noncontrolling_interest,Minority Interest - Total
101,oth466_bs_notes_receiv_lt,Long-Term Note Receivable
102,oth466_bs_oper_lease_commit_yr1,Operating Lease Payments Due In Year 1
103,oth466_bs_oper_lease_commit_yr2,Operating Lease Payments Due In Year 2
104,oth466_bs_par_val,Par Value
105,oth466_bs_pay_acct_q,Accounts Payable
106,oth466_bs_pay_div,Dividends Payable
107,oth466_bs_pay_tax_q,Income Tax Payable
108,oth466_bs_pens_assets_val,Pension - Fair Value Of Plan Assets
109,oth466_bs_pens_bnfit_retir_post,Pension - Pension & Post Retirement Benefits
110,oth466_bs_pens_funded_status,Pension - Funded Status
111,oth466_bs_ppe_gross_bldg,Buildings - Gross
112,oth466_bs_ppe_gross_constr,"Plant, Property And Equipment At Cost- Construction In Progress"
113,oth466_bs_ppe_gross_constr_q,"Property, Plant, & Equipment - Constuction in Progress"
114,oth466_bs_ppe_gross_equip,Machinery/Equipment - Gross
115,oth466_bs_ppe_gross_land,Land/Improvements - Gross
116,oth466_bs_ppe_gross_q,"Property, Plant, & Equipment - Gross"
117,oth466_bs_ppe_net_q,"Net Property, Plant & Equipment"
118,oth466_bs_ppe_tot,"Property/Plant/Equipment, Total - Gross"
119,oth466_bs_prep_exp,Prepaid Expenses
120,oth466_bs_prep_exp_q,Prepaid Expenses
121,oth466_bs_pure_retained_earnings,Pure Retained Earnings
122,oth466_bs_re_invest,Total Re Property(Real Estate Investments)
123,oth466_bs_receiv_gross,"Accounts receivables, gross"
124,oth466_bs_receiv_gross_q,"Accounts receivables, gross"
125,oth466_bs_receiv_net,"Accounts Receivable - Trade, Net"
126,oth466_bs_receiv_tot_q,Total Accounts Receivable
127,oth466_bs_rsrv_noneq_q,Non-Equity Reserves
128,oth466_bs_sh_cap_and_apic,Share Capital (Par Value) And Additional Paid In Capital Or Capital Surplus (Share Premium) Of Common Equity
129,oth466_bs_shdl_eqt_tot,Total Shareholders? Equity
130,oth466_bs_st_borrow,Short Term Borrowings
131,oth466_bs_stock_com_q,Common Stock
132,oth466_bs_tang_bps,Tangible Book Value Per Share
